1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.8945252087844108,0.8952959028831563,0.8975145750230132,0.8882221318144833,0.8915825451077021,0.8913940060489415,0.8912164201629943,0.8828182681151777,0.8834915317327378,0.8809171597633136,0.876683748169839,0.8732678420402056,0.8721555276832109,0.8671672354948805,0.8601560746964522,0.8577898969358044,0.8453852221930055,0.8390474545533054,0.8369916013966217,0.8311886007611293,0.8254569624459953,0.8191201885310291,0.816698770188176,0.8101095008504238,0.8092616007940069
0.06186204763377668,0.05961413396921743,0.05906719852715557,0.06133034987794955,0.06040855257928623,0.0567775639263129,0.05451252641110776,0.06085855922371058,0.05862646566164154,0.059377054569362264,0.0619692532942899,0.06222757140068961,0.06381771486591412,0.064,0.06340222892617617,0.06518925913943707,0.06950652993250943,0.07070685262748823,0.06968009814098329,0.06873174617222763,0.07175141242937853,0.06991358994501179,0.06907690028152319,0.0706484305815212,0.06898614566763199
0.01824930405196412,0.01755907218729677,0.01564897207732433,0.018510984540276647,0.016930291709721008,0.018834204014297497,0.01768789616661636,0.01571564180993566,0.016331658291457288,0.01725838264299803,0.01793557833089312,0.01938715763450654,0.020127814609090366,0.022716723549488053,0.028123363833553565,0.024009798031150345,0.025637654483302654,0.025195388401917183,0.022874398414645655,0.02317019205239402,0.023163841807909605,0.022953652788688137,0.024744406578752407,0.036392516270505056,0.034601840899511904
0.009279307145066501,0.00802081075222198,0.00736422215403498,0.009255492270138324,0.009061282886892934,0.00948583997800385,0.008934500452761847,0.008385191435502584,0.008235622557230598,0.007930637738330045,0.00794289897510981,0.00949840608938911,0.009138147285432718,0.011549488054607508,0.011094766760577426,0.013934464112400055,0.01084669997370497,0.011852843387020164,0.01432480890818156,0.013948137003274626,0.01359255566633433,0.015145326001571091,0.015365239294710327,0.021843943717406278,0.02341232614104499
0.0034024126198577173,0.00520268805549534,0.004142374961644676,0.004576891781936533,0.005166520944281059,0.005567775639263129,0.00688198007847872,0.006539394578630946,0.006607109622184999,0.006656804733727811,0.006112737920937043,0.005822653047947434,0.005494833661828824,0.005378839590443686,0.005634645590765165,0.005754032444423903,0.007012008063809273,0.006757632022108035,0.011776917995659148,0.007345782812638287,0.007544034562977734,0.016653574234092694,0.01031263890946807,0.011877820103737648,0.01269867166999769
0.001546551190844417,0.0021677866897897246,0.002608162012887389,0.0035598047192839707,0.0028614577537556633,0.0033681605718999174,0.004225777241171144,0.005748338782828815,0.005583472920156337,0.005259697567389875,0.004904831625183016,0.005562422744128554,0.004569073642716359,0.0048873720136518774,0.003814605200827744,0.0041826500901234,0.008326759575773512,0.008376872921974178,0.007983391525903558,0.010107089122931233,0.01169823861748089,0.011610369206598586,0.006652837457401096,0.006887730000983961,0.00798085682043752
0.001546551190844417,0.002384565358768697,0.0023013194231359313,0.0016273393002441008,0.0023845481281297193,0.0021996150673632116,0.0031995170540295805,0.002795063811834195,0.003722315280104225,0.0036982248520710057,0.004428989751098096,0.0038709257693058355,0.004300304604909514,0.004341296928327645,0.0047370914258645196,0.0035587188612099642,0.0034183539311070208,0.005138391122241893,0.003755779937718222,0.008655633241879812,0.00928880026586906,0.005420267085624509,0.009245814194695511,0.004554335755752661,0.005180079128767794
0.0012372409526755336,0.00260134402774767,0.0021478981282602025,0.0021358828315703824,0.0015102138144821556,0.001718449271377509,0.0019317838816782372,0.0030587490771015716,0.002931323283082077,0.0033284023668639054,0.00322108345534407,0.003578166677509596,0.003314818132951084,0.0034948805460750854,0.004138721982597422,0.003720478809446781,0.004207204838285564,0.0038861781596787426,0.0029253562328961026,0.004336666961678025,0.004569624459953473,0.0035035349567949727,0.009038376055711957,0.0034719781841694663,0.0035893461679650856
0.0012372409526755336,0.0,0.0007671064743786437,0.0011187957689178193,0.0008743343136475638,0.001168545504536706,0.0012073649260488982,0.002004008016032064,0.0020007444630560207,0.0017258382642998027,0.002342606149341142,0.0023746015223472775,0.0022397419817237053,0.0023754266211604095,0.0027674586751103244,0.0034662846050746406,0.0039004294854939085,0.0031089425277429942,0.00324620175521374,0.003363129480484999,0.003589232303090728,0.0025294579732914376,0.004208030819380649,0.002642639265683642,0.0026104335767018804
0.0,0.0008671146759158899,0.0010739490641301012,0.0014239218877135883,0.0011922740640648596,0.0008248556502612042,0.001267733172351343,0.0013711633793903597,0.0013493392890377815,0.001643655489809336,0.0014641288433382138,0.0013336803070717585,0.0016424774532640507,0.0014470989761092151,0.0018699045102096787,0.002888570504228867,0.0033964414059076166,0.0034327907077162227,0.0030197225629895255,0.0034870342508186566,0.003589232303090728,0.0020267085624509035,0.002800414876277967,0.0025301865309737,0.0019034411496784544
0.0012372409526755336,0.0006503360069369175,0.0013807916538815588,0.0007119609438567941,0.0007948493760432398,0.0008935936211163047,0.000724418955629339,0.0007383187427486552,0.0009305788200260562,0.0011505588428665351,0.0012445095168374816,0.0015613818229132782,0.001493161321149137,0.0011467576791808873,0.0014460594878954848,0.0017793594306049821,0.002300815145937418,0.0025691955611209464,0.002434651316410305,0.0029383131250553148,0.0031904287138584246,0.0021209740769835036,0.0031708401244628834,0.0029799974698134692,0.0022705333714021564
0.0009279307145066501,0.0008671146759158899,0.0007671064743786437,0.0007119609438567941,0.0007948493760432398,0.0004124278251306021,0.0005433142167220042,0.0007910557958021306,0.0005583472920156337,0.0008629191321499013,0.001171303074670571,0.001008392427298159,0.001254255509765275,0.0009283276450511946,0.0014460594878954848,0.0012940795858945326,0.0017968270663511264,0.0023101170171423635,0.0021704255921487212,0.0025134967696256306,0.002824858757062147,0.002215239591516104,0.002385538598310861,0.0025301865309737,0.003018313823061549
0.0003093102381688834,0.00021677866897897247,0.00046026388462718626,0.0002034174125305126,0.0005563945632302679,0.0008248556502612042,0.00030184123151222455,0.0006328446366417044,0.0009305788200260562,0.0009040105193951348,0.000951683748169839,0.000845748487411359,0.0009854864719584303,0.0011467576791808873,0.0011219427061258073,0.0014558395341313492,0.0014024016127618547,0.002245347381147718,0.0018873266018684532,0.002389591999291973,0.0026753074111000334,0.0020267085624509035,0.0024151726181656542,0.0021366019594889025,0.0024880695027939795
0.0003093102381688834,0.00043355733795794494,0.0003068425897514575,0.0004068348250610252,0.0003179397504172959,0.0005499037668408029,0.0004829459704195593,0.0006328446366417044,0.0006514051740182394,0.0008629191321499013,0.0008052708638360175,0.0008132196994339991,0.0006271277548826375,0.0006006825938566553,0.0007978259243561296,0.0009243425613532375,0.0012490139363660268,0.0015760611425363789,0.0020005661979805604,0.0023010885919107884,0.0018777002326354271,0.0019638648860958365,0.002074381389835531,0.0014618855512292489,0.0018490571168304985
0.0003093102381688834,0.0006503360069369175,0.00046026388462718626,0.0003051261187957689,0.00023845481281297194,0.00020621391256530106,0.0004829459704195593,0.00042189642442780296,0.0003257025870091197,0.0004930966469428008,0.0005124450951683749,0.0005855181835924794,0.0008660335662664994,0.0006552901023890785,0.0006482335635393553,0.00073947404908259,0.0007669383819791393,0.0013169825985577962,0.0015664810795508162,0.0020001770068147624,0.0015287470920571618,0.002262372348782404,0.001570603052304045,0.0014337723675517634,0.0015499449361667415
0.0006186204763377668,0.0,0.00015342129487572875,0.0008136696501220504,0.00023845481281297194,0.00027495188342040145,0.0006036824630244491,0.0006328446366417044,0.0004652894100130281,0.0002876397107166338,0.0005490483162518302,0.0005529893956151194,0.0003882219434987756,0.00038225255972696245,0.0004737091425864519,0.0006008226648796044,0.001095626259970199,0.0008635951465952762,0.0011512692271397566,0.0015399592884326047,0.0012628780325689597,0.0018538884524744697,0.0014520669728848717,0.001335376224680564,0.0011012766651711057
0.0006186204763377668,0.0,0.0003068425897514575,0.0006102522375915378,0.0003974246880216199,0.00027495188342040145,0.0004225777241171144,0.0003691593713743276,0.0003722315280104225,0.0003698224852071006,0.0004026354319180088,0.0003578166677509596,0.00041808516992175836,0.00038225255972696245,0.00052357326285871,0.0005083884087442806,0.0006135507055833114,0.000669286238611339,0.0010569028970463339,0.0008142313479068944,0.0010967098703888335,0.001539670070699136,0.001437249962957475,0.0008996218776795379,0.0007885684762953597
0.0,0.00021677866897897247,0.00015342129487572875,0.0003051261187957689,0.00015896987520864795,0.0005499037668408029,0.00030184123151222455,0.00047463347748127833,0.0003722315280104225,0.0004520052596975674,0.0002562225475841874,0.0003252878797735996,0.0002389058113838619,0.0004368600682593857,0.0005734373831309681,0.0004159541526089569,0.0005259006047856955,0.000690876117276221,0.000603944512597905,0.0008319320293831312,0.000847457627118644,0.0015553809897879026,0.0011409097644095422,0.0009277350613570234,0.0009517205748392272
0.0,0.0,0.00015342129487572875,0.0002034174125305126,0.00015896987520864795,0.00013747594171020073,0.00024147298520977965,0.0003691593713743276,0.0004187604690117253,0.0004930966469428008,0.0002562225475841874,0.0002927590917962397,0.0003882219434987756,0.00027303754266211604,0.00042384502231419385,0.0004159541526089569,0.0004163379787886756,0.0007340558746059847,0.0007738039067660659,0.0008496327108593681,0.0007477567298105683,0.0017282010997643363,0.001185360794191732,0.000829338918485824,0.0007613764598713818
0.0003093102381688834,0.00043355733795794494,0.00015342129487572875,0.0001017087062652563,0.00023845481281297194,0.00006873797085510036,0.00024147298520977965,0.0003164223183208522,0.0003257025870091197,0.000410913872452334,0.00043923865300146415,0.00039034545572831956,0.00035835871707579287,0.00030034129692832766,0.0002742526614974195,0.00032351989647363315,0.0004163379787886756,0.0005397469666220476,0.0006605643106539587,0.0004779183998583945,0.0006812894649385178,0.0009583660644147682,0.0010816417246999556,0.0008855652858407951,0.0008429525091433155
0.0,0.0,0.00015342129487572875,0.0001017087062652563,0.0003179397504172959,0.00013747594171020073,0.00012073649260488983,0.0001582111591604261,0.00018611576400521124,0.0002876397107166338,0.0002562225475841874,0.0003578166677509596,0.00017917935853789643,0.00040955631399317407,0.0002742526614974195,0.000369737024541295,0.00026295030239284776,0.00032384817997322855,0.00035859205435500614,0.00035401362952473673,0.0005649717514124294,0.001021209740769835,0.000977922655208179,0.0007449993674533673,0.0008157604927193376
0.0003093102381688834,0.00043355733795794494,0.0003068425897514575,0.0003051261187957689,0.00007948493760432397,0.0004124278251306021,0.00012073649260488983,0.00005273705305347537,0.00027917364600781687,0.0002876397107166338,0.00014641288433382137,0.0002927590917962397,0.00017917935853789643,0.00019112627986348123,0.0003490488419058067,0.0002541942043721403,0.0005039880795862916,0.0004317975732976381,0.0003774653203736907,0.000531020444287105,0.0005151213027583915,0.000659858601728201,0.0008445695658616092,0.0006606598164209105,0.0007885684762953597
0.0,0.0,0.00015342129487572875,0.0001017087062652563,0.00007948493760432397,0.00006873797085510036,0.00018110473890733475,0.0001582111591604261,0.00018611576400521124,0.0001232741617357002,0.00029282576866764275,0.0001626439398867998,0.00035835871707579287,0.00019112627986348123,0.0000498641202722581,0.00023108564033830938,0.0002848628275922517,0.00041020769463275615,0.00035859205435500614,0.00033631294804849985,0.0002658690594882021,0.0007541241162608012,0.0006963994665876427,0.0005482070817109684,0.0005982243613275142
0.0003093102381688834,0.00043355733795794494,0.0,0.0001017087062652563,0.0003179397504172959,0.0003436898542755018,0.00006036824630244491,0.00021094821221390148,0.00009305788200260562,0.0000821827744904668,0.0002562225475841874,0.00022770151584151975,0.0002389058113838619,0.00027303754266211604,0.00017452442095290335,0.0002541942043721403,0.00035060040319046367,0.00028066842264346474,0.0003397187883363216,0.00023010885919107885,0.0002824858757062147,0.0004870384917517675,0.0005630463772410728,0.0004498109388397689,0.0005982243613275142
0.0006186204763377668,0.0,0.0,0.0002034174125305126,0.0,0.00020621391256530106,0.00018110473890733475,0.0001582111591604261,0.00004652894100130281,0.0001643655489809336,0.0003294289897510981,0.0002927590917962397,0.00008958967926894822,0.0003276450511945393,0.00017452442095290335,0.0001386513842029856,0.00017530020159523183,0.00021589878664881904,0.0003963385863923752,0.00033631294804849985,0.00036556995679627784,0.0004713275726630008,0.0005334123573862795,0.0004779241225172545,0.0005574363366915474
0.0,0.00021677866897897247,0.00015342129487572875,0.0003051261187957689,0.00007948493760432397,0.00013747594171020073,0.00024147298520977965,0.00021094821221390148,0.00023264470500651406,0.0000821827744904668,0.00007320644216691069,0.0001626439398867998,0.00029863226422982737,0.00019112627986348123,0.0003490488419058067,0.00023108564033830938,0.00010956262599701989,0.0003454380586381105,0.00032084552231763705,0.0002655102221435525,0.0002658690594882021,0.0004556166535742341,0.00042969328789450287,0.0003935845714847978,0.0005166483120555805
0.0,0.00021677866897897247,0.00046026388462718626,0.0002034174125305126,0.00023845481281297194,0.00006873797085510036,0.00012073649260488983,0.00026368526526737685,0.0003257025870091197,0.0000410913872452334,0.00018301610541727673,0.00013011515190943984,0.00014931613211491369,0.00027303754266211604,0.00014959236081677429,0.0001848685122706475,0.00013147515119642388,0.00015112915065417334,0.00013211286213079174,0.00021240817771484203,0.0002492522432701894,0.0003299293008641005,0.0004000592680397096,0.0003373582041298267,0.00043507226278364673
0.0,0.0,0.0,0.0,0.0,0.00013747594171020073,0.0003622094778146695,0.00005273705305347537,0.00018611576400521124,0.0002465483234714004,0.0002562225475841874,0.00003252878797735996,0.00017917935853789643,0.00019112627986348123,0.00014959236081677429,0.0001386513842029856,0.00021912525199403978,0.0002590785439785828,0.0003019722562989525,0.0002478095406673157,0.0002824858757062147,0.00029850746268656717,0.00032597421840272633,0.0003935845714847978,0.0002855161724517682
0.0,0.0,0.0003068425897514575,0.0002034174125305126,0.00023845481281297194,0.00006873797085510036,0.00006036824630244491,0.0001582111591604261,0.00023264470500651406,0.0001643655489809336,0.000036603221083455344,0.0001626439398867998,0.0002389058113838619,0.00021843003412969284,0.0001994564810890324,0.00020797707630447845,0.0001972127267946358,0.00023748866531370094,0.00026422572426158347,0.00012390477033365785,0.00018278497839813892,0.00034564021995286726,0.00037042524818491627,0.0003654713878073122,0.0002991121806637571
0.0,0.0,0.0,0.0002034174125305126,0.00007948493760432397,0.0,0.00006036824630244491,0.00026368526526737685,0.00004652894100130281,0.000205456936226167,0.0,0.00009758636393207989,0.00011945290569193095,0.00008191126279863482,0.0000997282405445162,0.0000693256921014928,0.00015338767639582786,0.00019430890798393714,0.000283098990280268,0.00021240817771484203,0.00013293452974410104,0.00031421838177533385,0.00035560823825751966,0.00028113183677485557,0.0002719201642397792
0.0,0.0,0.0,0.0,0.00015896987520864795,0.00006873797085510036,0.00012073649260488983,0.00005273705305347537,0.00018611576400521124,0.0001232741617357002,0.0003294289897510981,0.00013011515190943984,0.00008958967926894822,0.00008191126279863482,0.00014959236081677429,0.0000693256921014928,0.00017530020159523183,0.00015112915065417334,0.0002264791922242144,0.00023010885919107885,0.0002326354270521768,0.00017282010997643363,0.0002815231886205364,0.0003233016122910839,0.00031270818887574607
0.0,0.0,0.0,0.0001017087062652563,0.00015896987520864795,0.00013747594171020073,0.00012073649260488983,0.00010547410610695074,0.00009305788200260562,0.0002465483234714004,0.00014641288433382137,0.00019517272786415978,0.00008958967926894822,0.00019112627986348123,0.0000997282405445162,0.00004621712806766188,0.00006573757559821194,0.0001295392719892914,0.00020760592620552986,0.0002478095406673157,0.00013293452974410104,0.00026708562450903376,0.00026670617869313973,0.00028113183677485557,0.0002855161724517682
0.0,0.0,0.0,0.0001017087062652563,0.00015896987520864795,0.00006873797085510036,0.0,0.00021094821221390148,0.00018611576400521124,0.000205456936226167,0.0002562225475841874,0.00006505757595471992,0.00011945290569193095,0.00010921501706484642,0.0001994564810890324,0.0001848685122706475,0.00017530020159523183,0.00008635951465952762,0.00015098612814947625,0.00021240817771484203,0.00018278497839813892,0.000204241948153967,0.00016298710920136317,0.0002670752449361128,0.0002039401231798344
0.0,0.0,0.0,0.0,0.00015896987520864795,0.00013747594171020073,0.0,0.00010547410610695074,0.00004652894100130281,0.0001232741617357002,0.000036603221083455344,0.00013011515190943984,0.000059726452845965476,0.00013651877133105802,0.00012466030068064525,0.0002541942043721403,0.0001972127267946358,0.00019430890798393714,0.00018873266018684534,0.00014160545180989467,0.00016616816218012627,0.00017282010997643363,0.00026670617869313973,0.00029518842861359833,0.00021753613139182336
0.0,0.0,0.0,0.0001017087062652563,0.00007948493760432397,0.00027495188342040145,0.0,0.0,0.00018611576400521124,0.0000410913872452334,0.00010980966325036604,0.00013011515190943984,0.0,0.00005460750853242321,0.00014959236081677429,0.0001848685122706475,0.00008765010079761592,0.00008635951465952762,0.00009436633009342267,0.00014160545180989467,0.00014955134596211366,0.0001885310290652003,0.00020743813898355313,0.0003233016122910839,0.00019034411496784544
0.0,0.0,0.00015342129487572875,0.0,0.00007948493760432397,0.0,0.00018110473890733475,0.00005273705305347537,0.00004652894100130281,0.0001643655489809336,0.00014641288433382137,0.0,0.00008958967926894822,0.00005460750853242321,0.0000997282405445162,0.0000693256921014928,0.00008765010079761592,0.00004317975732976381,0.0000566197980560536,0.00012390477033365785,0.00013293452974410104,0.0001885310290652003,0.00019262112905615647,0.00015462251022617057,0.0003806882299356909
0.0,0.0,0.00015342129487572875,0.0,0.00007948493760432397,0.00013747594171020073,0.00018110473890733475,0.00021094821221390148,0.0,0.0000410913872452334,0.00014641288433382137,0.00003252878797735996,0.00011945290569193095,0.00008191126279863482,0.00007479618040838714,0.00004621712806766188,0.00002191252519940398,0.00017271902931905524,0.0001698593941681608,0.00014160545180989467,0.00006646726487205052,0.00006284367635506677,0.00023707215883834643,0.00016867910206491335,0.00017674810675585647
