ASN,Betweenness-C,Closeness-C,Eigenvector-C,Degree-C,tier
1,6.46e-6,0.302765625,0.001525747,0.000316439,2
8,0.0,0.298363493,0.001211155,0.00010548,2
13,0.0000517477,0.240134245,0.0000276978,0.00015822,20
14,3.42e-6,0.295941939,0.001485467,0.000210959,17
18,4.78e-7,0.238545153,0.00002179,0.00010548,3
24,0.0000139989,0.297036062,0.002082062,0.000421919,9
32,0.0000519501,0.311868811,0.005883533,0.000580138,17
33,1.73e-7,0.305453081,0.007768833,0.000421919,2
34,0.0,0.297175726,0.0016066,0.00010548,3
35,0.0000527371,0.287536206,0.000473869,0.00010548,2
38,0.0000717555,0.283499297,0.000667634,0.000369179,17
42,0.00015991,0.325605756,0.021688154,0.001529455,6
46,0.000159457,0.304755935,0.001115469,0.000369179,2
50,9.93e-7,0.282978882,0.000442603,0.00015822,17
55,6.73e-6,0.307224914,0.002080359,0.00015822,3
57,0.000732422,0.308851316,0.001919971,0.000580138,16
59,2.26e-8,0.285793956,0.000668963,0.000210959,18
64,0.0000527371,0.287536206,0.000473869,0.00010548,2
70,0.000011914,0.303046286,0.001442251,0.00010548,2
71,0.0000778236,0.336152182,0.003532696,0.000527398,18
74,2.78e-7,0.252372523,0.0000882255,0.00010548,11
80,0.000320825,0.316090421,0.00166394,0.000316439,2
81,0.000450277,0.312243722,0.001983474,0.000527398,16
88,0.0000192433,0.296418466,0.000908632,0.00015822,9
91,0.000105994,0.284051414,0.000489104,0.00015822,17
101,0.001581168,0.339668948,0.012315217,0.002109593,16
102,0.0000149991,0.312882626,0.001437233,0.00015822,2
103,0.00010814,0.293277857,0.00101205,0.000263699,17
112,0.000334084,0.308836224,0.015465098,0.001371236,22
137,0.000114545,0.319418473,0.007101216,0.000527398,15
145,0.000300332,0.309037568,0.001389753,0.000421919,16
151,0.000245284,0.315974537,0.00289622,0.000738358,19
159,0.0,0.242551776,0.0000762382,0.00010548,10
173,0.000117715,0.268767364,0.000183514,0.000210959,5
174,0.058498667,0.422284582,0.14727027,0.046727493,2
186,0.0,0.227287439,0.0000125732,0.0000527398,16
190,0.0,0.238062953,0.0000215803,0.0000527398,11
194,8.73e-6,0.268087152,0.000330731,0.000263699,17
195,0.000386758,0.286740465,0.000755606,0.000421919,17
206,0.000136783,0.336366862,0.003832074,0.000316439,2
209,0.073461317,0.403554326,0.043960122,0.058804915,1
210,0.000343311,0.322055202,0.00250059,0.000474659,16
224,1.56e-7,0.297082602,0.006468133,0.000474659,16
226,0.000399414,0.317004665,0.005569311,0.000949317,2
237,0.000393708,0.330936382,0.011636054,0.001318496,17
270,0.00010548,0.265612305,0.000167001,0.00015822,9
271,7.78e-6,0.282995776,0.001205326,0.000369179,16
276,0.000158908,0.245545196,0.0000834431,0.000685618,16
278,0.000043291,0.256191647,0.0000901958,0.000421919,11
286,0.009374366,0.376352196,0.10645156,0.015663731,8
288,0.000105831,0.256837115,0.001234231,0.000316439,16
293,0.010370589,0.39425696,0.039136687,0.005801382,15
297,0.001833189,0.361650995,0.015327273,0.002004114,8
302,8.4e-6,0.310251166,0.001917531,0.00015822,2
376,0.000143678,0.301384452,0.002197982,0.000632878,16
400,0.0002263,0.256295535,0.0000551699,0.000316439,15
473,5.2e-6,0.253472361,0.0000495477,0.00010548,15
513,0.00046714,0.31656538,0.011536397,0.001845894,12
