ASN,Betweenness-C,Closeness-C,Eigenvector-C,Degree-C,tier
2504,3.58e-6,0.252778369,0.0000973618,0.000183023,21
2505,0.0,0.243317389,0.0000512772,0.0000732091,21
2510,0.000210964,0.297905057,0.002039347,0.000695487,14
2514,0.000115805,0.297762178,0.002038663,0.000622278,14
2515,1.41e-8,0.285973012,0.000909688,0.000219627,17
2516,0.008805261,0.382532103,0.044522683,0.011200996,11
2518,0.000407337,0.322354913,0.006129848,0.002123065,12
2519,0.000575021,0.299544931,0.002011005,0.001061532,14
2523,6.95e-8,0.281010184,0.000361853,0.0000732091,3
2526,7.88e-9,0.288293898,0.001139248,0.000146418,12
2527,7.51e-6,0.304975941,0.002879272,0.00040265,14
2529,0.000927277,0.356339682,0.04702233,0.00329441,2
2532,0.0000494471,0.309302747,0.000764402,0.000146418,4
2544,0.000240334,0.32763625,0.004661736,0.000549068,2
2549,0.0000732038,0.220198942,4.02e-6,0.0000732091,21
2551,0.000647654,0.305508024,0.000999636,0.001207951,2
2552,6.19e-6,0.238553501,0.0000261839,0.0000732091,3
2553,0.0000732038,0.243882188,0.000051172,0.0000732091,22
2572,0.000163403,0.300781766,0.000853773,0.000256232,11
2578,0.000169391,0.292733371,0.003267452,0.000915114,19
2586,0.000222363,0.272736349,0.001063001,0.000329441,17
2588,0.001295234,0.239073358,0.0000133898,0.0008053,20
2594,0.0000745426,0.277068352,0.000551229,0.000146418,16
2603,0.000506467,0.337471895,0.010880354,0.001024928,24
2607,0.000186187,0.282895963,0.001785939,0.000951719,25
2611,0.000423656,0.333292664,0.032391159,0.001830228,14
2614,0.000472025,0.245213239,0.0000430758,0.000439255,24
2647,0.000283482,0.330562211,0.014855872,0.001207951,3
2679,0.0,0.220058807,8.17e-6,0.0000366046,
2683,0.000181971,0.26268872,0.000506532,0.000439255,28
2685,0.0000287324,0.295347655,0.000709947,0.000183023,4
2686,0.002828607,0.376786207,0.044164508,0.005088034,3
2687,0.00094766,0.314194357,0.00402137,0.001537392,11
2688,0.000191166,0.289025964,0.000362593,0.000329441,14
2697,0.0000149548,0.268749078,0.000193702,0.000183023,24
2698,0.0000921635,0.303768612,0.001165308,0.000256232,3
2706,0.000148121,0.310237133,0.00326167,0.000585673,13
2711,0.000687709,0.315814421,0.004087506,0.000841905,17
2715,0.0000732038,0.250231297,0.0000460773,0.000109814,26
2764,0.00270214,0.310441621,0.001725441,0.002525715,14
2818,0.0000782463,0.346578871,0.047539508,0.002562319,3
2819,0.000608385,0.298569289,0.002964002,0.000951719,18
2820,0.00027434,0.261842685,0.000342745,0.000622278,20
2828,0.022620988,0.384497368,0.026977427,0.021926132,1
2830,1.24e-6,0.304320217,0.000977157,0.000146418,3
2839,1.89e-8,0.230352144,0.0000536793,0.0000732091,26
2840,0.0,0.263451282,0.000514657,0.0000366046,
2847,5.91e-7,0.24451088,0.0000439899,0.0000732091,24
2848,0.0000960822,0.257556901,0.000403769,0.000329441,28
2852,0.000377173,0.312440667,0.005762601,0.001647205,24
2854,0.002190209,0.290850821,0.00178215,0.003184597,4
2856,0.002630714,0.321410502,0.024351443,0.004868407,15
2857,0.000615791,0.341095822,0.064223859,0.006735239,4
2860,0.000645756,0.321285755,0.003029758,0.000732091,3
2861,8.47e-6,0.309520033,0.004605942,0.000329441,14
2871,0.0,0.288369982,0.001514492,0.0000732091,2
2874,0.000187898,0.322316877,0.008335812,0.000658882,3
2884,0.0000779932,0.242567664,0.000120935,0.000219627,21
2895,0.0000751231,0.257588473,0.000410186,0.000292836,28
2899,0.0000920955,0.30393084,0.002987331,0.000366046,17
2900,1.5e-6,0.239936408,0.0000277619,0.000109814,25
2901,0.000154758,0.278924206,0.000375536,0.000219627,17
2905,0.000317533,0.311713357,0.002769837,0.000951719,3
2907,0.002701502,0.320452812,0.004884818,0.002745342,20
2914,0.036374101,0.413336561,0.072478324,0.023207292,1
2915,0.000103032,0.274921248,0.000205734,0.000256232,13
2920,8.19e-8,0.250775728,0.0000869075,0.0000732091,26
3043,5.48e-7,0.269403736,0.000514149,0.000109814,7
3058,0.000383243,0.259356664,0.000360151,0.000622278,26
3112,0.0000310903,0.254630363,0.000178135,0.000475859,21
3130,0.0000168653,0.318365111,0.006164674,0.000732091,3
3132,0.0000737073,0.245815636,0.0000332429,0.000109814,14
3144,0.0000932095,0.303367168,0.000849359,0.000146418,9
3209,0.003018437,0.371417306,0.051507953,0.00497822,3
3212,0.000894552,0.330834444,0.029867065,0.001940042,7
3213,0.000188408,0.343023256,0.055209396,0.005490684,6
3215,0.001622071,0.2930034,0.001865918,0.003697061,3
3216,0.012828309,0.346504135,0.011364387,0.009297558,14
3217,0.0000732038,0.210316819,2.48e-6,0.0000732091,16
3218,0.0000108341,0.251398859,0.00037279,0.000292836,28
3221,4.88e-6,0.26584077,0.000693395,0.0000732091,24
3225,0.000428005,0.308269574,0.000996515,0.000475859,16
3238,0.000132148,0.320238681,0.006610133,0.000512464,2
3239,2.77e-6,0.221346212,7.66e-6,0.000146418,18
3243,0.000131958,0.268897223,0.000485338,0.000512464,15
3245,0.00008013,0.304846611,0.001054292,0.000109814,17
3248,0.000559241,0.321705746,0.020886138,0.001720414,4
3249,0.001008355,0.34816467,0.028810736,0.001757019,6
3253,0.000451092,0.268137067,0.000303159,0.000585673,18
3254,0.000360774,0.234056773,0.0000206567,0.000292836,19
3255,0.002708803,0.305935715,0.000892368,0.001537392,27
3257,0.023466893,0.402751157,0.062287284,0.016069402,2
3261,0.000817201,0.261471754,0.000184939,0.000768696,19
3262,0.000294802,0.320021087,0.021951834,0.001171346,14
3265,0.000174759,0.334079346,0.029507431,0.001464182,4
3267,0.004956759,0.323906754,0.011174309,0.005746916,25
3269,0.002749903,0.320618303,0.006963741,0.003440829,3
3277,0.000061217,0.277696452,0.001356084,0.001500787,26
3291,1.36e-6,0.283686249,0.000877979,0.000146418,3
3292,0.009144358,0.387447699,0.086250636,0.013250851,2
3300,0.003143245,0.363780429,0.020634795,0.003001574,16
3301,0.000996104,0.2991775,0.002938268,0.002159669,2
3302,0.001371941,0.33868948,0.008603603,0.00168381,3
3303,0.011989136,0.403828812,0.097085099,0.015556938,2
3304,0.0000956287,0.329589054,0.007639418,0.000549068,4
3307,0.000243081,0.30411694,0.002887713,0.000951719,2
3308,0.000266251,0.301209602,0.002491412,0.000732091,2
3313,0.001011035,0.316821693,0.006494828,0.001793623,3
3316,0.0000785982,0.267729732,0.000759784,0.000256232,28
3320,0.027109374,0.397893786,0.05425761,0.017313957,2
3322,0.0,0.27189752,0.001312449,0.0000732091,4
3324,0.0,0.318747739,0.003341974,0.000146418,3
3326,0.0000732038,0.19470143,2.36e-7,0.0000732091,20
3327,0.012843382,0.350451583,0.077572458,0.01211611,17
3329,0.001049011,0.316011707,0.001489962,0.000768696,3
3330,0.000484596,0.31307806,0.004829531,0.000915114,3
3333,0.000358095,0.347434022,0.058303609,0.005490684,25
3336,1.5e-7,0.272962548,0.001061571,0.000109814,16
3340,0.000824309,0.279215005,0.000970814,0.000841905,18
3344,0.000160276,0.289304513,0.005730562,0.000768696,6
3352,0.000947177,0.293623836,0.001552132,0.002123065,3
3354,5.38e-6,0.237235881,0.0000107556,0.0000732091,12
3356,0.127726071,0.435247443,0.100708416,0.064424027,1
3359,2.15e-6,0.282168349,0.000634646,0.000183023,21
3360,0.0000237682,0.306512421,0.000953041,0.000109814,2
3369,0.0,0.229902373,3.87e-6,0.0000732091,3
3370,0.0,0.229902373,3.87e-6,0.0000732091,3
3378,0.000219597,0.298530135,0.000457024,0.000146418,2
3399,4.89e-6,0.263929817,0.000304635,0.0000732091,3
3447,0.000299942,0.29508604,0.000448095,0.000366046,2
3449,9.1e-8,0.216247239,2.4e-6,0.0000732091,16
3450,1.67e-6,0.302142438,0.001547257,0.000146418,21
3454,4.03e-7,0.258872473,0.0000571429,0.000146418,21
3462,0.000489761,0.307960272,0.004543149,0.000915114,12
3464,0.000114477,0.299059589,0.000533701,0.000292836,21
3474,0.0,0.191792459,7.88e-8,0.0000366046,
